iso3,gdp_per_capita_ppp,gdp_total_usd,life_expectancy,military_expenditure_pct_gdp,population_density,population_growth_pct,real_gdp_growth_pct,total_population,unemployment_rate,urbanization_rate,Corruption_Perception_Index_2024_iso3,inflation_pct_wb,literacy_rate_unesco,military_expenditure_constusd,wgi_gov_effectiveness,latitude,longitude,cluster,composite_score,cluster_rank,cluster_desc,composite_score_np,country_rank_np
TLS,4803.96924825568,2079916900.0,67.689,1.26187058679104,92.0843981170141,1.08884743970717,-18.1178133769718,1384286.0,1.603,32.456,44.0,2.06284153005468,92.1500015258789,55111000.0,-0.841954410076141,,,8,-0.7451371807401159,8,Lower‑middle performers,-0.8310667133525537,214
TON,19828.9248461199,44026363258.1748,72.895,1.56832126015003,145.891666666667,-0.424539964766316,2.94478583082221,104597.0,2.192,23.16,40.0,3.18364611260058,99.4000015258789,49331897000.0,-0.115239478647709,,,2,-0.2060540231528308,6,Lower‑middle performers,-0.3807012872166353,167
TTO,35188.5349159275,27372285697.9477,73.49,0.886002727343586,266.238791423002,0.124756950526578,1.34767518168188,1367510.0,4.546,53.439,41.0,0.526884625776839,92.1500015258789,1633150000.0,-0.0436432547867298,,,2,-0.1195986610711037,6,Lower‑middle performers,-0.1105793092782322,116
TUN,13931.8593241649,48529595416.6533,76.508,2.3578511004509,78.0080715756952,0.666925034776371,0.0391565674939329,12200431.0,16.203,70.544,39.0,7.20661657168794,85.2149276733398,3750000000.0,-0.300515085458755,,,3,-0.1551442010675995,7,Lower‑middle performers,-0.2088980824038755,132
TUR,42326.1644386964,1118252964260.77,77.156,1.5026648858863,110.416580694619,0.406389351118662,5.11116818488702,85325965.0,8.449,77.463,34.0,58.5064507300343,92.1500015258789,369113451834.298,-0.247911587357521,,,2,0.0039519000185549,6,Lower‑middle performers,0.0429548282329736,84
TUV,6150.99970413823,62280311.5852172,67.105,1.56832126015003,333.066666666667,-1.77710654146662,3.85280919517032,9816.0,5.166,66.241,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.449751287698746,,,2,-0.1991434439063741,6,Lower‑middle performers,-0.3910263077542127,169
TWN,19828.9248461199,44026363258.1748,74.496,1.56832126015003,92.8018379896001,1.06107453184959,2.94478583082221,6823613.0,5.166,64.469,67.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.1138587830646688,6,Lower‑middle performers,0.0006685990477623,89
TZA,4018.5166015625,79062403820.892,66.995,1.15169397926637,73.0546635809438,2.90250073555304,5.06952353203394,66617606.0,2.576,37.409,41.0,3.05694676312373,82.0199966430664,2185132500000.0,-0.455080926418304,,,8,-0.2447375194683698,8,Lower‑middle performers,-0.2887778062719317,150
UGA,3097.63702430616,48768955863.3175,68.252,1.98205631258922,235.950124675843,2.80083228962433,5.33697295511469,48656601.0,2.941,26.771,26.0,3.3233806708656,80.5899963378906,3633550000000.0,-0.549508571624756,,,8,-0.3309245947676127,8,Lower‑middle performers,-0.3954287381170475,171
UKR,17630.125,178757021965.008,73.422,36.6531099379099,70.8470245081118,-8.42300777431605,5.32433537426355,37732836.0,5.166,70.095,35.0,6.50198464669254,100.0,2382451228053.0,-0.357320100069046,,,7,1.3288297268882263,1,Top‑performing cluster,-0.7677467807263927,206
URY,34426.6024727939,77240830877.4597,78.138,2.00012218742627,19.3744314935436,-0.0835522251458198,0.3674751756175,3388081.0,8.401,95.771,76.0,4.84914366613156,99.0,61694416992.0,0.850249707698822,,,4,0.3905225742825096,4,Upper‑middle performers,0.3130410254240189,49
USA,82769.4122114214,27720709000000.0,78.3853658536585,3.36183648558074,36.4333780453942,0.491924871690548,2.88755600906016,334914895.0,4.106,83.298,65.0,2.94952520485207,92.1500015258789,916014700000.0,1.21720099449158,,,6,0.6990095866598406,5,Upper‑middle performers,2.000687365092797,2
UZB,11106.9715934786,101591769702.343,72.388,1.56832126015003,79.2892236957962,2.02114614047908,6.29141635081155,35652307.0,4.488,50.532,32.0,9.62825465956682,100.0,49331897000.0,-0.283767521381378,,,8,-0.0825290949124891,8,Lower‑middle performers,-0.1442643314140724,122
VCT,20349.2285703519,1065962962.96296,71.23,1.56832126015003,261.65641025641,-0.711025816110263,6.01610914506236,101323.0,18.056,54.299,63.0,3.62770736940927,92.1500015258789,49331897000.0,0.0738346204161644,,,3,-0.0210070276221319,7,Lower‑middle performers,-0.2000051262294666,130
VEN,19828.9248461199,44026363258.1748,72.514,0.500704497643446,31.9857343688,0.310851368612458,2.94478583082221,28300854.0,5.475,88.438,10.0,3.3233806708656,97.5999984741211,1.0941524e+22,-1.599200963974,,,9,-0.4286986384130779,9,Low performers,0.3148560938633409,48
VGB,19828.9248461199,44026363258.1748,77.276,1.56832126015003,255.46,1.72311000328138,2.94478583082221,38985.0,5.166,49.748,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,-0.0431300274090562,6,Lower‑middle performers,-0.0678863088421437,101
VIR,19828.9248461199,44026363258.1748,80.519512195122,1.56832126015003,301.18,-0.471640678399366,2.94478583082221,104917.0,12.014,96.227,40.0,3.3233806708656,92.1500015258789,49331897000.0,0.654167771339417,,,2,0.1729955990105033,6,Lower‑middle performers,0.1874254149395137,61
VNM,14973.8839607259,429716969043.572,74.588,1.56832126015003,318.032648542413,0.671429250652247,5.0464307361882,100352192.0,1.431,39.48,40.0,3.62109273885843,96.0,49331897000.0,0.126466900110245,,,2,-0.0213236267005284,6,Lower‑middle performers,-0.084268963357985,108
VUT,3460.93371361519,1126313359.21923,71.477,1.56832126015003,25.6805578342904,2.32481600892244,2.21294177094788,320409.0,5.064,25.976,50.0,11.1825017088175,89.0999984741211,49331897000.0,-0.568605482578278,,,8,-0.2676622788326271,8,Lower‑middle performers,-0.4338728394958289,178
WSM,6996.84192109141,938189443.830393,71.698,1.56832126015003,77.4320143884892,0.649190563116911,8.58409121817338,216663.0,4.551,17.508,40.0,2.17245530514377,99.0999984741211,49331897000.0,0.492577105760574,,,8,-0.0947449117270484,8,Lower‑middle performers,-0.296765728454999,152
YEM,19828.9248461199,44026363258.1748,69.295,1.56832126015003,72.395924010834,3.00980765711571,2.94478583082221,39390799.0,17.086,39.831,13.0,3.3233806708656,92.1500015258789,49331897000.0,-2.27542042732239,,,3,-0.5903477427317174,7,Lower‑middle performers,-0.542215791166398,193
ZAF,15194.1991761106,380699271814.508,66.139,0.733136724666569,51.4210899438624,1.32810094082844,0.698485194788034,63212384.0,33.168,68.819,41.0,4.36115246518962,90.0,51243475000.0,-0.256946682929993,,,3,-0.3939600911510579,7,Lower‑middle performers,-0.3312504085547124,158
ZMB,4076.99508686639,27577956471.244,66.349,1.30300202080578,27.1095091405588,2.79406758723844,5.36794285493059,20723965.0,5.961,46.335,39.0,10.884531691282,92.1500015258789,7462500000.0,-0.658970057964325,,,8,-0.2440304353171096,8,Lower‑middle performers,-0.3325597427149261,160
ZWE,3820.36262949732,35231367885.8554,62.775,0.248808250152488,41.5382086079876,1.67709591394986,5.33673049519527,16340822.0,8.554,32.517,21.0,104.705170628667,89.8499984741211,326238490000.0,-1.17033493518829,,,8,-0.6972439352451364,8,Lower‑middle performers,-0.917555359760934,215
