iso3,year,value
GBR,2023,1.16114270687103
USA,2023,1.21720099449158
URY,2023,0.850249707698822
UZB,2023,-0.283767521381378
VUT,2023,-0.568605482578278
VEN,2023,-1.599200963974
VNM,2023,0.126466900110245
VIR,2023,0.654167771339417
PSE,2023,-1.20955741405487
YEM,2023,-2.27542042732239
ZMB,2023,-0.658970057964325
ZWE,2023,-1.17033493518829
